"Carimbo de data/hora","Em que período você se encontra?","Que curso você faz?","Em que campus você estuda?","Você acredita que as vagas ofertadas no RAE foram suficientes?","Com relação às disciplinas que queria cursar, você conseguiu se matricular em:","No geral, você acha o RAE:","Você acredita que o seu desempenho no RAE, em comparação com o presencial:","Na sua opinião, a qualidade do ensino no RAE, em comparação com o presencial, é:","Você acredita que o RAE afetou sua saúde mental para:","No que diz respeito a dificuldades técnicas (queda de internet ou energia, indisponibilidade de equipamento etc), você passa por elas:","Na sua opinião, os professores são tolerantes com imprevistos que impossibilitem a realização de atividades?","No geral, você acha que essas dificuldades prejudicam o seu desempenho?","Em geral, você acha que a atuação dos professores no RAE é/está sendo:","Na sua experiência, o atendimento individual dos professores aos alunos está sendo:","Na sua opinião, em comparação com o regime presencial, no RAE os professores estão:","No geral, em comparação com o regime presencial, você acha que o volume de atividades exigidas no RAE é:","Você julga esse volume de atividades abusivo?","Como você avalia a atuação da UFCG diante da pandemia?","Como você avalia o desempenho da coordenação do seu curso no atendimento e suporte aos estudantes no RAE?"
"2020/11/05 2:52:39 PM GMT-3","7","Direito","Sousa","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Maior","Sim","Ruim","Péssimo"
"2020/11/05 2:52:41 PM GMT-3","5","Pedagogia","Cajazeiras","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Igual","Sim","Ruim","Ruim"
"2020/11/05 2:54:00 PM GMT-3","3","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 2:54:04 PM GMT-3","3","Direito","Sousa","Não sei/Não quero responder","Todas","Bom","Não mudou","Não sei/Não quero responder","Melhor","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Boa","Regular"
"2020/11/05 2:54:07 PM GMT-3","7","Direito","Sousa","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/05 2:54:25 PM GMT-3","3","Direito","Sousa","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Bom"
"2020/11/05 2:54:29 PM GMT-3","3","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Bom","Tão exigentes quanto","Igual","Não","Regular","Regular"
"2020/11/05 2:54:30 PM GMT-3","3","Ciências Biológicas","Patos","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/05 2:54:36 PM GMT-3","4","Enfermagem","Cuité","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"2020/11/05 2:55:02 PM GMT-3","3","Farmácia","Cuité","Não","Todas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Péssimo"
"2020/11/05 2:55:06 PM GMT-3","3","Direito","Patos","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 2:55:09 PM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Excelente","Melhorou","Igual","Melhor","Raramente","Não","Nao","Razoável","Bom","Tão exigentes quanto","Igual","Não","Excelente","Regular"
"2020/11/05 2:55:14 PM GMT-3","3","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 2:55:28 PM GMT-3","5","Ciências Econômicas","Campina Grande","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"2020/11/05 2:55:31 PM GMT-3","3","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Não sei/Não quero responder","Muito maior","Sim","Boa","Bom"
"2020/11/05 2:55:40 PM GMT-3","5","Ciências Biológicas","Cajazeiras","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Razoável","Menos exigentes","Igual","Sim","Péssima","Excelente"
"2020/11/05 2:55:45 PM GMT-3","4","Enfermagem","Cuité","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não","Boa","Bom"
"2020/11/05 2:55:50 PM GMT-3","8","Nutrição","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Péssimo"
"2020/11/05 2:55:52 PM GMT-3","3","Direito","Sousa","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"2020/11/05 2:56:22 PM GMT-3","3","Farmácia","Cuité","Sim","Todas","Bom","Melhorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/05 2:56:35 PM GMT-3","3","Direito","Sousa","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Regular","Bom"
"2020/11/05 2:56:37 PM GMT-3","9","Direito","Sousa","Sim","Algumas","Razoável","Piorou","Igual","Não afetou","Frequentemente","Não","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"2020/11/05 2:56:44 PM GMT-3","3","História","Cajazeiras","Não sei/Não quero responder","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Menos exigentes","Menor","Não","Regular","Excelente"
"2020/11/05 2:56:48 PM GMT-3","5","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Péssimo"
"2020/11/05 2:57:01 PM GMT-3","8","Direito","Sousa","Sim","Algumas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Regular","Não sei/Não quero responder"
"2020/11/05 2:57:05 PM GMT-3","7","Direito","Sousa","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Péssima","Insuficiente","Mais exigentes","Maior","Sim","Péssima","Péssimo"
"2020/11/05 2:57:15 PM GMT-3","7","Direito","Sousa","Sim","Algumas","Ruim","Não sei/Não quero responder","Pior","Melhor","Raramente","Sim","Não passo por essas dificuldades","Péssima","Razoável","Menos exigentes","Menor","Não","Regular","Excelente"
"2020/11/05 2:57:46 PM GMT-3","3","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"2020/11/05 2:58:11 PM GMT-3","7","Direito","Sousa","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Não","Sim","Razoável","Inexistente","Tão exigentes quanto","Maior","Não","Ruim","Ruim"
"2020/11/05 2:58:21 PM GMT-3","9","Farmácia","Cuité","Sim","Todas","Bom","Não mudou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não sei/Não quero responder","Regular","Bom"
"2020/11/05 2:58:35 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Não sei/Não quero responder","Razoável","Mais exigentes","Muito maior","Sim","Boa","Não sei/Não quero responder"
"2020/11/05 2:58:45 PM GMT-3","3","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"2020/11/05 2:58:48 PM GMT-3","2","Psicologia","Campina Grande","Não","Todas","Razoável","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Ruim","Bom"
"2020/11/05 2:58:49 PM GMT-3","3","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"2020/11/05 2:58:51 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Menos exigentes","Muito maior","Sim","Ruim","Regular"
"2020/11/05 2:58:56 PM GMT-3","3","Direito","Sousa","Sim","Todas","Ruim","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"2020/11/05 2:58:58 PM GMT-3","5","Ciências Biológicas","Cajazeiras","Não sei/Não quero responder","Algumas","Ruim","Não mudou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Bom","Mais exigentes","Maior","Sim","Regular","Regular"
"2020/11/05 2:59:00 PM GMT-3","7","Direito","Sousa","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Péssima","Não sei/Não quero responder","Menos exigentes","Igual","Não","Regular","Ruim"
"2020/11/05 2:59:03 PM GMT-3","5","Medicina","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Nao","Ruim","Razoável","Tão exigentes quanto","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 2:59:04 PM GMT-3","7","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Não sei/Não quero responder"
"2020/11/05 2:59:08 PM GMT-3","7","Direito","Sousa","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Igual","Não sei/Não quero responder","Péssima","Ruim"
"2020/11/05 2:59:23 PM GMT-3","5","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 2:59:41 PM GMT-3","5","Enfermagem","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Tão exigentes quanto","Muito maior","Sim","Regular","Regular"
"2020/11/05 2:59:45 PM GMT-3","7","Direito","Sousa","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Maior","Não","Péssima","Péssimo"
"2020/11/05 2:59:46 PM GMT-3","6","Nutrição","Cuité","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Regular"
"2020/11/05 2:59:49 PM GMT-3","5","Farmácia","Cuité","Não sei/Não quero responder","Algumas","Bom","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Nunca","Não","Não passo por essas dificuldades","Razoável","Insuficiente","Tão exigentes quanto","Maior","Não","Ruim","Regular"
"2020/11/05 2:59:55 PM GMT-3","8","Nutrição","Cuité","Sim","Todas","Excelente","Não sei/Não quero responder","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Péssima","Excelente","Não sei/Não quero responder","Igual","Não","Péssima","Péssimo"
"2020/11/05 2:59:55 PM GMT-3","7","Nutrição","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 3:00:01 PM GMT-3","3","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"2020/11/05 3:00:07 PM GMT-3","7","Direito","Sousa","Sim","Todas","Péssimo","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Péssima","Insuficiente","Tão exigentes quanto","Menor","Não","Boa","Péssimo"
"2020/11/05 3:00:23 PM GMT-3","6","Nutrição","Cuité","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Sim","Péssima","Ruim"
"2020/11/05 3:00:41 PM GMT-3","7","Direito","Sousa","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Menos exigentes","Menor","Não sei/Não quero responder","Péssima","Ruim"
"2020/11/05 3:00:45 PM GMT-3","5","Ciências Biológicas","Cajazeiras","Sim","Algumas","Bom","Não mudou","Melhor","Melhor","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Maior","Não","Excelente","Excelente"
"2020/11/05 3:01:09 PM GMT-3","3","Engenharia Mecânica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Ruim","Inexistente","Tão exigentes quanto","Maior","Sim","Péssima","Ruim"
"2020/11/05 3:01:20 PM GMT-3","3","Ciências Biológicas","Patos","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"2020/11/05 3:01:28 PM GMT-3","8","Direito","Sousa","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Não sei/Não quero responder","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"2020/11/05 3:01:31 PM GMT-3","6","Nutrição","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 3:01:35 PM GMT-3","7","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/05 3:01:51 PM GMT-3","7","Nutrição","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Bom","Mais exigentes","Maior","Não sei/Não quero responder","Ruim","Ruim"
"2020/11/05 3:02:05 PM GMT-3","7","Direito","Sousa","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Ruim","Insuficiente","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Boa","Ruim"
"2020/11/05 3:02:10 PM GMT-3","2","Nutrição","Cuité","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"2020/11/05 3:02:17 PM GMT-3","1","Enfermagem","Cuité","Não","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"2020/11/05 3:02:21 PM GMT-3","7","Direito","Sousa","Sim","Todas","Bom","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não","Regular","Excelente"
"2020/11/05 3:03:15 PM GMT-3","3","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Razoável","Tão exigentes quanto","Menor","Não sei/Não quero responder","Ruim","Regular"
"2020/11/05 3:03:28 PM GMT-3","5","Direito","Sousa","Sim","Todas","Ruim","Melhorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"2020/11/05 3:03:36 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Ruim","Ruim"
"2020/11/05 3:04:11 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Não sei/Não quero responder","Razoável","Mais exigentes","Muito maior","Sim","Não sei/Não quero responder","Não sei/Não quero responder"
"2020/11/05 3:04:25 PM GMT-3","7","Direito","Sousa","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Não sei/Não quero responder"
"2020/11/05 3:04:30 PM GMT-3","7","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Razoável","Bom","Tão exigentes quanto","Muito maior","Sim","Péssima","Não sei/Não quero responder"
"2020/11/05 3:04:39 PM GMT-3","3","Nutrição","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Inexistente","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 3:04:42 PM GMT-3","7","Direito","Sousa","Sim","Todas","Péssimo","Não mudou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/05 3:05:02 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Não sei/Não quero responder","Tão exigentes quanto","Muito maior","Sim","Ruim","Ruim"
"2020/11/05 3:05:33 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Inexistente","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Ruim","Regular"
"2020/11/05 3:05:34 PM GMT-3","3","Ciências Biológicas","Patos","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Tão exigentes quanto","Muito maior","Sim","Péssima","Bom"
"2020/11/05 3:05:37 PM GMT-3","7","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Nunca","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Muito maior","Sim","Regular","Regular"
"2020/11/05 3:05:38 PM GMT-3","7","Direito","Sousa","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"2020/11/05 3:06:28 PM GMT-3","4","Engenharia de Alimentos","Pombal","Sim","Algumas","Bom","Melhorou","Melhor","Melhor","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Maior","Não","Regular","Regular"
"2020/11/05 3:06:29 PM GMT-3","3","Direito","Sousa","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Péssimo"
"2020/11/05 3:06:29 PM GMT-3","7","Nutrição","Cuité","Não sei/Não quero responder","Algumas","Razoável","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Péssima","Regular"
"2020/11/05 3:06:31 PM GMT-3","5","Ciências Biológicas","Patos","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Menos exigentes","Maior","Não","Regular","Excelente"
"2020/11/05 3:06:32 PM GMT-3","5","Direito","Sousa","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Péssima","Regular"
"2020/11/05 3:06:38 PM GMT-3","1","Enfermagem","Cuité","Sim","Todas","Bom","Piorou","Pior","Não afetou","Raramente","Não","Nao","Excelente","Bom","Mais exigentes","Igual","Não sei/Não quero responder","Boa","Excelente"
"2020/11/05 3:06:46 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Não sei/Não quero responder","Muito maior","Não sei/Não quero responder","Péssima","Bom"
"2020/11/05 3:06:47 PM GMT-3","1","Enfermagem","Cuité","Não","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Péssima","Excelente"
"2020/11/05 3:07:16 PM GMT-3","6","Farmácia","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"2020/11/05 3:07:24 PM GMT-3","3","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Ruim","Não sei/Não quero responder","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"2020/11/05 3:07:27 PM GMT-3","5","Ciências Contábeis","Sousa","Não","Algumas","Péssimo","Piorou","Pior","Pior","Não sei/Não quero responder","Não sei/Não quero responder","Sim","Ruim","Insuficiente","Menos exigentes","Muito menor","Não","Regular","Regular"
"2020/11/05 3:07:28 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Péssimo","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 3:07:28 PM GMT-3","4","Farmácia","Cuité","Sim","Todas","Razoável","Não mudou","Não sei/Não quero responder","Não afetou","Raramente","Sim","Sim","Excelente","Bom","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Bom"
"2020/11/05 3:07:30 PM GMT-3","3","Direito","Sousa","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 3:07:35 PM GMT-3","7","Direito","Sousa","Sim","Todas","Bom","Melhorou","Pior","Melhor","Frequentemente","Sim","Nao","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/05 3:07:37 PM GMT-3","5","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"2020/11/05 3:07:45 PM GMT-3","6","Direito","Sousa","Sim","Todas","Ruim","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Boa","Insuficiente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Não sei/Não quero responder"
"2020/11/05 3:07:47 PM GMT-3","7","Direito","Sousa","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"2020/11/05 3:08:16 PM GMT-3","5","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Ruim","Regular"
"2020/11/05 3:08:18 PM GMT-3","5","Direito","Sousa","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Não sei/Não quero responder","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"2020/11/05 3:08:37 PM GMT-3","2","Nutrição","Cuité","Não","Algumas","Bom","Melhorou","Igual","Não afetou","Nunca","Sim","Não sei/Não quero responder","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 3:08:47 PM GMT-3","5","Direito","Sousa","Não","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Razoável","Insuficiente","Não sei/Não quero responder","Maior","Não","Regular","Ruim"
"2020/11/05 3:08:47 PM GMT-3","5","Direito","Sousa","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Ruim","Razoável","Tão exigentes quanto","Igual","Sim","Regular","Não sei/Não quero responder"
"2020/11/05 3:08:50 PM GMT-3","1","Matemática","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"2020/11/05 3:08:52 PM GMT-3","2","Nutrição","Cuité","Não","Todas","Razoável","Não sei/Não quero responder","Igual","Pior","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/05 3:09:18 PM GMT-3","5","Nutrição","Cuité","Não","Algumas","Ruim","Não sei/Não quero responder","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Regular","Bom"
"2020/11/05 3:09:18 PM GMT-3","5","Direito","Sousa","Sim","Todas","Péssimo","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Não","Péssima","Regular"
"2020/11/05 3:09:19 PM GMT-3","2","Nutrição","Cuité","Não","Todas","Péssimo","Piorou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"2020/11/05 3:09:48 PM GMT-3","3","Direito","Sousa","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/05 3:09:48 PM GMT-3","7","Direito","Sousa","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"2020/11/05 3:10:13 PM GMT-3","5","Nutrição","Cuité","Não","Algumas","Razoável","Melhorou","Não sei/Não quero responder","Pior","Nunca","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 3:10:30 PM GMT-3","3","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 3:10:32 PM GMT-3","1","Nutrição","Campina Grande","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Sim","Regular","Bom"
"2020/11/05 3:10:54 PM GMT-3","3","Administração","Sousa","Sim","Todas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Bom"
"2020/11/05 3:11:04 PM GMT-3","1","Enfermagem","Cuité","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Menor","Não","Boa","Bom"
